Date,Close
2020-06-01,100.01000214
2020-06-02,100.01300049
2020-06-03,100.01499939
2020-06-04,100.01499939
2020-06-05,100.01000214
2020-06-08,100.01000214
2020-06-09,100.01000214
2020-06-10,100.01499939
2020-06-11,100.01499939
2020-06-12,100.01499939
2020-06-15,100.01499939
2020-06-16,100.01499939
2020-06-17,100.01999664
2020-06-18,100.02400208
2020-06-19,100.02500153
2020-06-22,100.01999664
2020-06-23,100.01999664
2020-06-24,100.01999664
2020-06-25,100.01999664
2020-06-26,100.01499939
2020-06-29,100.02500153
2020-06-30,100.02500153
2020-07-01,100.01499939
2020-07-02,100.02100372
2020-07-06,100.01499939
2020-07-07,100.01499939
2020-07-08,100.01499939
2020-07-09,100.02500153
2020-07-10,100.02899933
2020-07-13,100.02500153
2020-07-14,100.01999664
2020-07-15,100.01999664
2020-07-16,100.01999664
2020-07-17,100.01999664
2020-07-20,100.01999664
2020-07-21,100.01999664
2020-07-22,100.01999664
2020-07-23,100.01999664
2020-07-24,100.01999664
2020-07-27,100.01999664
2020-07-28,100.01999664
2020-07-29,100.02500153
2020-07-30,100.01999664
2020-07-31,100.02500153
2020-08-03,100.01499939
2020-08-04,100.01499939
2020-08-05,100.01499939
2020-08-06,100.01499939
2020-08-07,100.01999664
2020-08-10,100.01499939
2020-08-11,100.01499939
2020-08-12,100.01999664
2020-08-13,100.01999664
2020-08-14,100.02500153
2020-08-17,100.02500153
2020-08-18,100.01999664
2020-08-19,100.02700043
2020-08-20,100.01999664
2020-08-21,100.01999664
2020-08-24,100.01999664
2020-08-25,100.02500153
2020-08-26,100.01000214
2020-08-27,100.02999878
2020-08-28,100.01999664
2020-08-31,100.01999664
2020-09-01,100.00000000
2020-09-02,100.01000214
2020-09-03,100.01499939
2020-09-04,100.01499939
2020-09-08,100.01499939
2020-09-09,100.01999664
2020-09-10,100.01499939
2020-09-11,100.01499939
2020-09-14,100.01499939
2020-09-15,100.01499939
2020-09-16,100.01499939
2020-09-17,100.01499939
2020-09-18,100.01499939
2020-09-21,100.01499939
2020-09-22,100.01499939
2020-09-23,100.01499939
2020-09-24,100.01499939
2020-09-25,100.01999664
2020-09-28,100.01999664
2020-09-29,100.01999664
2020-09-30,100.01999664
2020-10-01,100.01499939
2020-10-02,100.01000214
2020-10-05,100.01899719
2020-10-06,100.01499939
2020-10-07,100.01499939
2020-10-08,100.01499939
2020-10-09,100.01499939
2020-10-12,100.01499939
2020-10-13,100.01499939
2020-10-14,100.01499939
2020-10-15,100.01499939
2020-10-16,100.01499939
2020-10-19,100.01499939
2020-10-20,100.01499939
2020-10-21,100.01499939
2020-10-22,100.01499939
2020-10-23,100.01999664
2020-10-26,100.01999664
2020-10-27,100.01999664
2020-10-28,100.01999664
2020-10-29,100.01999664
2020-10-30,100.01999664
2020-11-02,100.01999664
2020-11-03,100.01499939
2020-11-04,100.01499939
2020-11-05,100.01499939
2020-11-06,100.01499939
2020-11-09,100.01999664
2020-11-10,100.01499939
2020-11-11,100.01499939
2020-11-12,100.01499939
2020-11-13,100.01499939
2020-11-16,100.01499939
2020-11-17,100.01499939
2020-11-18,100.01999664
2020-11-19,100.01499939
2020-11-20,100.01499939
2020-11-23,100.01999664
2020-11-24,100.01999664
2020-11-25,100.01000214
2020-11-27,100.01999664
2020-11-30,100.01999664
2020-12-01,100.01000214
2020-12-02,100.01000214
2020-12-03,100.01499939
2020-12-04,100.01499939
2020-12-07,100.01000214
2020-12-08,100.01000214
2020-12-09,100.01000214
2020-12-10,100.01499939
2020-12-11,100.01499939
2020-12-14,100.01499939
2020-12-15,100.01499939
2020-12-16,100.02500153
2020-12-17,100.01499939
2020-12-18,100.01499939
2020-12-21,100.01499939
2020-12-22,100.01499939
2020-12-23,100.01000214
2020-12-24,100.01000214
2020-12-28,100.01000214
2020-12-29,100.01000214
2020-12-30,100.01499939
2020-12-31,100.01499939
2021-01-04,100.01499939
